12500825,Borsigwalde,12,1849143.867
6300633,Augustaplatz,6,1667886.653
1100205,Wilhelmstraße,1,634642.165
2100105,Prinzenstraße,2,423358.266
8100521,Schulenburgpark,8,2197546.314
5300838,Gartenfeld,5,934726.135
9401330,Wendenschloß,9,964266.27
3200309,Eddastraße,3,3067550.203
9100408,Johannisthal Ost,9,766677.209
4100101,Jungfernheide/Plötzensee,4,5250473.344
3601142,Falkplatz,3,907509.179
3400831,Pankower Tor,3,534831.009
5100209,Westerwaldstraße,5,747050.619
2200213,Graefekiez Nord,2,592499.911
3400723,Garbátyplatz,3,607995.223
8100418,Hertzbergplatz,8,640246.503
10300732,Buckower Ring,10,2059672.622
1300731,Koloniestraße,1,666927.388
6100103,Markelstraße,6,461305.073
2400522,Richard-Sorge-Viertel,2,554538.617
11300722,Rathaus Lichtenberg,11,889744.454
1200624,Heidestraße,1,687993.491
10300731,Oberfeldstraße,10,2741494.88
2100106,Wassertorplatz,2,388951.28
4200205,Flatowallee,4,977771.372
9100409,Landschaftspark Adlershof,9,2988017.977
6200317,Lankwitz Süd,6,1481592.997
4501146,Barstraße,4,668496.932
8100206,Flughafenstraße,8,421628.391
3400828,Spiekermann Straße,3,364480.397
5100316,Carl-Schurz-Straße,5,1377524.418
11401033,Gensinger Straße,11,453276.055
11401135,Dolgenseestraße,11,699967.556
4501041,George-Grosz-Platz,4,464758.366
4300415,Lietzensee,4,633131.4
7601238,Marienfelde Nordost,7,1985005.113
2400521,Friedenstraße,2,731459.521
7300517,Perelsplatz,7,636676.693
6200311,Alt-Lankwitz,6,993752.851
12100103,Breitkopfbecken,12,720518.32
10100313,Alt-Marzahn,10,1098916.273
7200411,Julius-Leber-Brücke,7,135104.957
4501149,Nikolsburger Platz,4,441478.723
3701555,Sredzkistraße,3,314592.029
9502043,Dammheide,9,4774864.972
5200422,Werkstraße,5,1187909.516
4501040,Hindemithplatz,4,303195.68
9502042,Mittelheide,9,3196164.766
11100204,Falkenberg West,11,776048.199
3400827,Trelleborger Viertel,3,413274.686
2100102,Mehringplatz,2,624461.329
8100105,Silbersteinstraße,8,463906.1
7601341,Diedersdorfer Weg,7,3913431.257
8200623,Park am Buschkrug,8,1179315.735
6200422,Oberhofer Platz,6,1367505.195
11400927,Victoriastadt,11,374092.568
2500729,Pettenkofer Straße,2,322475.261
1200625,Lübecker Straße,1,325102.799
9200511,Griechischer Park,9,1358629.737
10400940,Elsensee,10,3163866.811
12500824,Ziekowstraße/Freie Scholle,12,2227998.67
6400737,Nikolassee,6,16490237.83
9200715,Wista,9,2671176.226
8200728,Ortolanweg,8,1186449.651
8401243,Alt-Rudow,8,2508146.136
2200208,Rathaus Yorckstraße,2,428884.992
8300935,Gropiusstadt Süd-West,8,677332.441
8200727,Parchimer Allee Süd,8,1156772.864
1401043,Antonstraße,1,298918.993
12100206,Humboldtstraße,12,759312.269
11300620,Fennpfuhl Ost,11,556757.31
1100311,Karl-Marx-Allee,1,807957.752
12100101,Letteplatz,12,780562.753
4501042,Breitscheidplatz,4,603711.632
1100101,Stülerstraße,1,366928.828
3300413,Karow Ost,3,1864269.616
9200716,Dörpfeldstraße West,9,947773.086
8200730,Handwerker-Siedlung,8,1376447.005
1401048,Leopoldplatz,1,408306.36
3400619,Wilhelmsruh,3,2169591.462
12500927,Wittenau Nord,12,2494674.422
3200204,Blankenfelde,3,13067860.48
10400941,Pilgramer Straße,10,3690997.15
8100101,Hasenheide,8,866353.168
11300616,Hohenschönhausener Straße,11,416963.688
